date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:46:57	38773/38773	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Jun%202020%2010:43:40%20GMT	https://html.webinane.com/lifeline/portfolio-4-column.html	html.webinane.com/lifeline/portfolio-4-column.html	(from https://html.webinane.com/lifeline/)
21:46:58	48598/48598	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Jun%202020%2010:43:40%20GMT	https://html.webinane.com/lifeline/gallery-one-column.html	html.webinane.com/lifeline/gallery-one-column.html	(from https://html.webinane.com/lifeline/)
21:46:59	48482/48482	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Jun%202020%2010:43:40%20GMT	https://html.webinane.com/lifeline/gallery-two-column.html	html.webinane.com/lifeline/gallery-two-column.html	(from https://html.webinane.com/lifeline/)
21:47:00	50612/50612	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Jun%202020%2010:43:40%20GMT	https://html.webinane.com/lifeline/gallery-three-column.html	html.webinane.com/lifeline/gallery-three-column.html	(from https://html.webinane.com/lifeline/)
21:47:01	55013/55013	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Jun%202020%2010:43:40%20GMT	https://html.webinane.com/lifeline/gallery-four-column.html	html.webinane.com/lifeline/gallery-four-column.html	(from https://html.webinane.com/lifeline/)
21:47:02	38237/38237	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Jun%202020%2010:43:40%20GMT	https://html.webinane.com/lifeline/gallery-three-column-video.html	html.webinane.com/lifeline/gallery-three-column-video.html	(from https://html.webinane.com/lifeline/)
21:47:03	36797/36797	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Jun%202020%2010:43:40%20GMT	https://html.webinane.com/lifeline/gallery-three-column-video2.html	html.webinane.com/lifeline/gallery-three-column-video2.html	(from https://html.webinane.com/lifeline/)
21:47:04	38234/38234	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Jun%202020%2010:43:40%20GMT	https://html.webinane.com/lifeline/gallery-two-column-video.html	html.webinane.com/lifeline/gallery-two-column-video.html	(from https://html.webinane.com/lifeline/)
21:47:05	36879/36879	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Jun%202020%2010:43:40%20GMT	https://html.webinane.com/lifeline/gallery-two-column-video2.html	html.webinane.com/lifeline/gallery-two-column-video2.html	(from https://html.webinane.com/lifeline/)
21:47:06	51027/51027	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Jun%202020%2010:43:40%20GMT	https://html.webinane.com/lifeline/gallery-one-column-with-sidebar.html	html.webinane.com/lifeline/gallery-one-column-with-sidebar.html	(from https://html.webinane.com/lifeline/)
21:47:07	50915/50915	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Jun%202020%2010:43:40%20GMT	https://html.webinane.com/lifeline/gallery-two-column-with-sidebar.html	html.webinane.com/lifeline/gallery-two-column-with-sidebar.html	(from https://html.webinane.com/lifeline/)
